title,company,city,salary,source,collected_at
Fullstack разработчик PHP,Smartis,Москва,,zarplata.ru,2026-05-09 16:51:58
Менеджер HoReCa (торговый представитель),ООО Фрэш-Логистик,Нижний Новгород,,zarplata.ru,2026-05-09 16:51:59
Менеджер по работе с Ozon,ООО СИМЭКС-ХИМ,"Нижний Новгород, р-н Московский",,zarplata.ru,2026-05-09 16:51:59
Рекрутер/HR-менеджер,РИКЦ,Москва,,zarplata.ru,2026-05-09 16:51:59
Менеджер магазина INTIMISSIMI,Intimissimi (ИП Шульгина Ольга Александровна),"Сочи, р-н Центральный",,zarplata.ru,2026-05-09 16:51:59
Менеджер по работе с маркетплейсами (Ozon),"Сково,Торговый дом",Москва,,zarplata.ru,2026-05-09 16:51:59
Ведущий маркетолог,Вентарт,Москва,,zarplata.ru,2026-05-09 16:51:59
BI Lead,ООО БиАй Продакшн,Москва,,zarplata.ru,2026-05-09 16:51:59
Менеджер по продажам (кабельно-проводниковая продукция),jobcart.ru,Москва,,zarplata.ru,2026-05-09 16:52:05
Название вакансии: Менеджер по работе с тендерами / Проектный менеджер / Начинающий специалист,INTECHIRS INCORPORATED,Москва,,zarplata.ru,2026-05-09 16:52:05
Аккаунт-менеджер / Support manager / менеджер по сопровождению клиентов,Smartis,Москва,,zarplata.ru,2026-05-09 16:52:05
Менеджер маркетплейсов / Маркетолог,Yves Delorme,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:05
Смм специалист,ИП Трофимов Артемий Станиславович,Москва,,zarplata.ru,2026-05-09 16:52:05
Менеджер по продажам,ИП Еременко Александр Николаевич,Москва,,zarplata.ru,2026-05-09 16:52:05
"Менеджер по закупкам, ВЭД",ООО ЕвроХаус,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:05
Региональный представитель/менеджер по продажам,ООО Русгазкрио,"Краснодар, р-н Прикубанский",,zarplata.ru,2026-05-09 16:52:05
Руководитель проектов 1С (MDM),ООО Информационные системы ВС,Москва,,zarplata.ru,2026-05-09 16:52:06
Руководитель отдела продаж,ООО А-Мега,Казань,,zarplata.ru,2026-05-09 16:52:06
Менеджер по персоналу,ООО Proff Банкрот,Москва,,zarplata.ru,2026-05-09 16:52:06
Ассистент руководителя,ИП Шипило Кирилл Олегович,"Санкт-Петербург, р-н Центральный",,zarplata.ru,2026-05-09 16:52:06
Начальник производства (кулинария/полуфабрикаты),ООО Гипербола Гипермаркет,Екатеринбург,,zarplata.ru,2026-05-09 16:52:06
Руководитель отдела продаж B2B в IT (SaaS продукт),Скилла Работа,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:06
Менеджер дистанционных продаж,ООО Правовая Защита и Помощь,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:06
Менеджер по найму персонала / HR менеджер,ООО Текстильно,Краснодар,,zarplata.ru,2026-05-09 16:52:06
Ведущий менеджер по компенсации и льготам (с функцией кадрового администрирования),ООО Первый промышленный оператор,"Москва, р-н Пресненский",,zarplata.ru,2026-05-09 16:52:07
Seo,Данилова Екатерина,Москва,,zarplata.ru,2026-05-09 16:52:07
Менеджер по подбору персонала (входящие отклики),ООО Профкук,Москва,,zarplata.ru,2026-05-09 16:52:07
Менеджер маркетплейса Lamoda,TOP COLLECTION,Москва,,zarplata.ru,2026-05-09 16:52:07
Директор по развитию,Splav is love,"Тула, р-н Центральный",,zarplata.ru,2026-05-09 16:52:07
Проектировщик,Группа компаний Русь (ООО Маэкс),Москва,,zarplata.ru,2026-05-09 16:52:07
Product Manager (Middle),ООО Ок Софт,Москва,,zarplata.ru,2026-05-09 16:52:07
Руководитель отдела маркетинга (услуги аутсорсинга рабочего персонала),ООО БИЗИ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:07
Бренд-менеджер,ООО ЮЛИУС МАЙНЛ РУССЛАНД,Москва,,zarplata.ru,2026-05-09 16:52:08
Руководитель отдела сопровождения партнёров,Микайлова Виктория Салеховна,"Азов, Петровская площадь, 7",,zarplata.ru,2026-05-09 16:52:08
Территориальный управляющий / Руководитель группы магазинов / Линейный менеджер,ООО Волант,Москва,,zarplata.ru,2026-05-09 16:52:08
Трейд-маркетолог (маркетплейсы),Fitness SHOCK,Москва,,zarplata.ru,2026-05-09 16:52:08
"Специалист по маркетингу (Ижевский МЕТАЛЛОЦЕНТР) – металлобаза, производство",ООО МСК ИМЦ,"Ижевск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:08
Помощник финансового директора (строительство),ООО Центурион,"Москва, р-н Басманный",,zarplata.ru,2026-05-09 16:52:08
Консультант по сопровождению. (Бизнес-тренер),Профит в кармане,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:08
Младший программатик-менеджер,Платформа Больших Данных,Москва,,zarplata.ru,2026-05-09 16:52:08
"Backend-разработчик (Go, PostgreSQL)",Ai-UP,Москва,,zarplata.ru,2026-05-09 16:52:08
Руководитель call-центра (сеть автосервисов),Автопилот,Москва,,zarplata.ru,2026-05-09 16:52:09
Начальник отдела региональных продаж,ООО Надежда-03,"Владивосток, Кипарисовая улица, 8",,zarplata.ru,2026-05-09 16:52:09
CRM-маркетолог,ООО Портобелло Продактс,Москва,,zarplata.ru,2026-05-09 16:52:09
СММ-Маркетолог/бизнес ассистент,ООО Церекон,Москва,,zarplata.ru,2026-05-09 16:52:09
Начинающий специалист по продажам недвижимости (стипендия+заявки),Homeapp,Москва,,zarplata.ru,2026-05-09 16:52:09
Торговый представитель (отдел В2В),ООО ТК ПРОФИ,"Уфа, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:09
Менеджер по работе с ключевыми клиентами,ООО Е-ком логист СДЭК Белогорье,"Воронеж, р-н Ленинский",,zarplata.ru,2026-05-09 16:52:09
Финансовый менеджер (Девелопмент),АО ОМ Девелопмент,Москва,,zarplata.ru,2026-05-09 16:52:10
Media Buyer / Traffic Manager / User Acquisition Manager,ООО Кубикор,Москва,,zarplata.ru,2026-05-09 16:52:10
СММ-менеджер/маркетолог,Техно Парк,"Махачкала, проспект Амет-хана Султана, 34",,zarplata.ru,2026-05-09 16:52:10
Охранник на склад,Агентство безопасности Контрольный Пост,Москва,,zarplata.ru,2026-05-09 16:52:10
Заместитель Управляющего магазином (ТЦ Галерея),ООО Эмилиано Запата,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:10
Менеджер по продажам недвижимости (стипендия+лиды),Homeapp,Москва,,zarplata.ru,2026-05-09 16:52:10
Руководитель отдела продаж на маркетплейсах,Revyline,Москва,,zarplata.ru,2026-05-09 16:52:16
Специалист в отдел производства,АО Эшелон Технологии,"Москва, р-н Преображенское",,zarplata.ru,2026-05-09 16:52:16
Менеджер по работе с претензиями поставщикам,ООО Акваарт,эмират Дубай,,zarplata.ru,2026-05-09 16:52:16
Руководитель отдела планирования и учета складских операций,ООО Полимер Пулинг Групп,Новомосковский административный округ,,zarplata.ru,2026-05-09 16:52:16
Менеджер маркетплейсов / E-com менеджер,ИП Капитальная Татьяна Владимировна,Москва,,zarplata.ru,2026-05-09 16:52:16
Финансовый менеджер (Бухгалтер),ООО М-Логистик,Москва,,zarplata.ru,2026-05-09 16:52:17
Ведущий программист 1С: ЗУП,"Красное & Белое, розничная сеть","Челябинск, р-н Тракторозаводский",,zarplata.ru,2026-05-09 16:52:17
Менеджер отдела закупок/снабжения (ОМТС СПК НВФ),ООО ФСК,Москва,,zarplata.ru,2026-05-09 16:52:17
Руководитель отдела закупок,ООО Вест,"Санкт-Петербург, р-н Красногвардейский",,zarplata.ru,2026-05-09 16:52:17
Influence-менеджер / менеджер по работе с блогерами,ООО Защита,Москва,,zarplata.ru,2026-05-09 16:52:17
Менеджер по развитию,Happy Gifts Group,"Нижний Новгород, р-н Советский",,zarplata.ru,2026-05-09 16:52:17
Директор по производству в общепит,ООО Кулинария Юга,"Краснодар, р-н Западный",,zarplata.ru,2026-05-09 16:52:17
Руководитель телемаркетинга,ООО Константа,Нижний Новгород,,zarplata.ru,2026-05-09 16:52:17
Менеджер по работе с маркетплейсом Ozon,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НК ЛАБОРАТОРИИ,Подольск,,zarplata.ru,2026-05-09 16:52:17
Media Buyer FB Nutra / Crypto FB,Jump Ads,Кишинёв,,zarplata.ru,2026-05-09 16:52:17
Менеджер маркетплейсов (Ozon/WB/ЯндексМаркет),ООО Аквамарин,"Благовещенск, микрорайон КПП, Гражданская улица, 112",,zarplata.ru,2026-05-09 16:52:18
Junior Media Buyer (Nutra),North Union,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:18
Ведущий бухгалтер (строительство),ООО Комплекс Инжиниринг,Москва,,zarplata.ru,2026-05-09 16:52:18
Личный помощник руководителя,jobcart.ru,"Волгоград, р-н Ворошиловский",,zarplata.ru,2026-05-09 16:52:18
Менеджер по работе с дистрибьюторами,Fitness SHOCK,Москва,,zarplata.ru,2026-05-09 16:52:18
Руководитель отдела оптовых продаж,ООО ТДК,"Махачкала, Созидательная улица, 12",,zarplata.ru,2026-05-09 16:52:18
Руководитель отдела продаж на Маркетплейсах,VIGO,"Нижний Новгород, р-н Автозаводский",,zarplata.ru,2026-05-09 16:52:18
"Менеджер по международной логистике (Китай, ЮВА)",ETE,Москва,,zarplata.ru,2026-05-09 16:52:18
Менеджер по работе с маркетплейсом Wildberries,Стингрей,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:18
Старший дизайнер продукта (Senior Product Designer),АО Интернет Проекты,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:18
CRM / SMM-специалист (контент + пользовательские сценарии),АО БАЗАР,Москва,,zarplata.ru,2026-05-09 16:52:18
HR-бизнес-партнер (HR BP),ООО Транс-Партнер,Москва,,zarplata.ru,2026-05-09 16:52:19
Аккаунт менеджер / Менеджер поддержки в ИТ компани,Hotmaps,Казань,,zarplata.ru,2026-05-09 16:52:19
Начальник СТО,Гукасян Маргарит Рубеновна,"Симферополь, улица Жени Дерюгиной",,zarplata.ru,2026-05-09 16:52:19
Начальник производства,Mozabrick,Подольск,,zarplata.ru,2026-05-09 16:52:19
Менеджер маркетплейсов в SHIKcosmetics,SHIKcosmetics,Москва,,zarplata.ru,2026-05-09 16:52:19
Торговый представитель,ООО МЯСНАЯ ТЕЛЕЖКА,Бийск,,zarplata.ru,2026-05-09 16:52:19
Супервайзер,ООО ТК Алтай,"Новый Уренгой, район Южная Жилая Часть, микрорайон Энергетик, 12",,zarplata.ru,2026-05-09 16:52:19
Финансист экономист,FLAMAX (ООО ФЛАМАКС),Казань,,zarplata.ru,2026-05-09 16:52:19
Руководитель проекта,ООО Альфа Инжиниринг,"Санкт-Петербург, р-н Адмиралтейский",,zarplata.ru,2026-05-09 16:52:19
Руководитель отдела продаж (Head of Sales) | финтех-стартап,ООО Мультикасса,Челябинск,,zarplata.ru,2026-05-09 16:52:19
"Таргетолог, контекстолог (Интернет-маркетолог)",StepClub,"Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:52:20
Ассистент маркетолога (маркетплейс),CityNature,Москва,,zarplata.ru,2026-05-09 16:52:20
Менеджер по работе с клиентами,ООО МедТорг 21,"Воронеж, р-н Центральный",,zarplata.ru,2026-05-09 16:52:27
"Менеджер по маркетплейсам Валдберриз, Озон",ИП Алпаслан Шемсеттин,"Иваново, р-н Советский",,zarplata.ru,2026-05-09 16:52:27
Главный бухгалтер ВЭД,ADE,"Подольск, микрорайон Климовск, Коммунальная улица, 44",,zarplata.ru,2026-05-09 16:52:27
Руководитель отдела доставки,Гукасян Маргарит Рубеновна,"Симферополь, улица Жени Дерюгиной",,zarplata.ru,2026-05-09 16:52:27
Руководитель отдела продаж e-com,TopComputer,Москва,,zarplata.ru,2026-05-09 16:52:27
SMM / Social Media Manager,ООО CONSO,Москва,,zarplata.ru,2026-05-09 16:52:28
Старший менеджер по развитию клиентов,СДЭК,Новосибирск,,zarplata.ru,2026-05-09 16:52:28
Экономист в финансовый отдел,ООО Грандснаб,Екатеринбург,,zarplata.ru,2026-05-09 16:52:28
Менеджер по продажам алкогольной продукции,ООО Гетренкемаркт,Москва,,zarplata.ru,2026-05-09 16:52:28
Финансовый контролер,CMstore,"Краснодар, р-н Прикубанский",,zarplata.ru,2026-05-09 16:52:28
Менеджер Ozon,ИП Малых Леонид Юрьевич,Москва,,zarplata.ru,2026-05-09 16:52:28
Юрист по правовому обеспечению интеграции с ГИС МТ,Общ. орг. Российское Авторское Общество,Москва,,zarplata.ru,2026-05-09 16:52:29
Менеджер тендерных продаж / Специалист по тендерам,ООО ВЕНТО-2М,Москва,,zarplata.ru,2026-05-09 16:52:29
Менеджер по ключевым клиентам (Key Account Manager/КАМ),ООО ВЕНТО-2М,Москва,,zarplata.ru,2026-05-09 16:52:29
Менеджер проектных продаж,ООО Константа,Нижний Новгород,,zarplata.ru,2026-05-09 16:52:29
Управляющий мотосалоном,ООО GSB MOTO,Самара,,zarplata.ru,2026-05-09 16:52:29
Digital Marketing Manager,uBest,"Санкт-Петербург, р-н Петроградский",,zarplata.ru,2026-05-09 16:52:29
Коммерческий директор медицинской клиники,Клиника АЛЕКСАНДРИЯ,Нижний Новгород,,zarplata.ru,2026-05-09 16:52:30
Руководитель по маркетингу и клиентскому сервису,Клиника Я Здорова!,"Москва, р-н Нагатино-Садовники",,zarplata.ru,2026-05-09 16:52:30
Помощник менеджера по работе с Wildberries,ИП Озимук Александр Сергеевич,Улан-Удэ,,zarplata.ru,2026-05-09 16:52:30
Категорийный менеджер,"Яблоко, торговая сеть","Екатеринбург, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:30
Technical Lead (Bitrix24 Ecosystem),ООО ЕВРОТЕХКЛИМАТ,Москва,,zarplata.ru,2026-05-09 16:52:30
Digital-маркетолог в IT,Novo BI,Москва,,zarplata.ru,2026-05-09 16:52:30
Менеджер по продажам Ozon / Менеджер маркетплейса,ООО Айковер ПРО,Москва,,zarplata.ru,2026-05-09 16:52:31
Руководитель отдела продаж недвижимости,Homeapp,Москва,,zarplata.ru,2026-05-09 16:52:31
Affiliate manager (iGaming),JT marketing,Тбилиси,,zarplata.ru,2026-05-09 16:52:31
Помощник визуального мерчендайзера (BML / Премиальная мужская одежда),BML,Москва,,zarplata.ru,2026-05-09 16:52:31
Маркетолог в офис,Мир Мануфактуры,Москва,,zarplata.ru,2026-05-09 16:52:31
Заместитель начальника отдела организации приема на обучение (по техническому сопровождению),Северный Государственный Медицинский Университет,"Архангельск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:31
Руководитель отдела e-Сommerce,ЗАО ЗУБР ОВК,Москва,,zarplata.ru,2026-05-09 16:52:31
"Директор по продажам, Проект ""Вода"" (стартап, FMCG)",ООО 8СВ,Москва,,zarplata.ru,2026-05-09 16:52:31
Менеджер по тендерам,ООО ПК Стики Лайн,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:31
Эксперт по недвижимости в технологическую компанию Homeapp,Homeapp,Москва,,zarplata.ru,2026-05-09 16:52:31
PR-менеджер,АНО АСК,"Тюмень, р-н Центральный",,zarplata.ru,2026-05-09 16:52:32
Менеджер маркетплейсов (офис),Компания Каприз (ИП Иткис Яков Зиновьевич),"Челябинск, р-н Советский",,zarplata.ru,2026-05-09 16:52:32
Менеджер по подбору персонала/HR менеджер,ООО Аякс,"Пермь, р-н Дзержинский",,zarplata.ru,2026-05-09 16:52:32
Head of SMM / Organic Growth Lead в международную сеть медицинских клиник,HR INSIDE,Москва,,zarplata.ru,2026-05-09 16:52:32
Руководитель отдела по работе с маркетплейсами (e-commerce),Дом Игрушки Макси Тойз,Москва,,zarplata.ru,2026-05-09 16:52:32
Менеджер маркетплейсов (OZON),ООО Ленпечати,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:32
"Менеджер по продажам на маркетплейсах (Ozon, Wildberries)",De Janeiro,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:32
Руководитель отдела по работе с маркетплейсами,ООО Джи-Эл-Пи,"Санкт-Петербург, р-н Московский",,zarplata.ru,2026-05-09 16:52:38
Ночной Аккаунт-менеджер со знанием английского языка,Jobers,Москва,,zarplata.ru,2026-05-09 16:52:38
Менеджер по развитию дилерской сети,ООО ЭМ Рус,Москва,,zarplata.ru,2026-05-09 16:52:38
Интернет-маркетолог Junior+ / Middle в офис,DN7,Екатеринбург,,zarplata.ru,2026-05-09 16:52:38
Начинающий специалист в автосалон,Peleton,Москва,,zarplata.ru,2026-05-09 16:52:39
Директор ресторана FARШ (Гринвич),ООО Рестобург,Екатеринбург,,zarplata.ru,2026-05-09 16:52:39
Руководитель маркетинга / Growth-маркетолог,ЧОУ ДПО Институт Непрерывного Образования,"Иваново, р-н Ленинский",,zarplata.ru,2026-05-09 16:52:39
Менеджер по продвижению товаров на маркетплейсах в офисе работодателя,ООО Огниво-трейд,Москва,,zarplata.ru,2026-05-09 16:52:39
CRM маркетолог,ООО АэроТур,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:39
Экономист,НТА,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:39
"Руководитель e-commerce (интернет-магазин, маркетплейсы)",Точно.,Москва,,zarplata.ru,2026-05-09 16:52:39
"Администратор магазина, Бугульма","ООО Бристоль, сеть магазинов, Работа в магазине","Бугульма, улица Владимира Ленина, 115",,zarplata.ru,2026-05-09 16:52:39
Продавец-кассир (ул. Юбилейная),"ООО Бристоль, сеть магазинов, Работа в магазине","Северодвинск, Юбилейная улица, 34",,zarplata.ru,2026-05-09 16:52:39
Аккаунт-менеджер / Продюсер,MEDIA GLOB,Москва,,zarplata.ru,2026-05-09 16:52:39
Директор по строительству в г. Валдай,ООО Центурион,"Москва, р-н Басманный",,zarplata.ru,2026-05-09 16:52:40
Заместитель директора по управлению персоналом,INTEGRA CITY - fzco,Алматы,,zarplata.ru,2026-05-09 16:52:40
"Менеджер по маркетплейсам (Ozon, Wildberries)",AMA Led Tuning,"Уфа, р-н Советский",,zarplata.ru,2026-05-09 16:52:40
Управляющий рестораном,ООО Меркурий,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:40
Менеджер по развитию DIY сетей,ООО Звукоизоляционные Европейские Технологии,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:40
Менеджер по маркетингу,ООО Алхемер Оптик,Москва,,zarplata.ru,2026-05-09 16:52:40
Менеджер по работе с дистрибьюторами ЦФО и СЗФО,Fitness SHOCK,Москва,,zarplata.ru,2026-05-09 16:52:40
Продюсер,HR INSIDE,Москва,,zarplata.ru,2026-05-09 16:52:40
Директор по развитию/Исполнительный Директор (типография / упаковка),ООО ПК Стики Лайн,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:41
Бизнес - ассистент,ООО Константа,Нижний Новгород,,zarplata.ru,2026-05-09 16:52:41
Логист / Диспетчер на стороне грузовладельца,ООО Интернет РЕВОЛЮЦИЯ,"Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:52:41
Менеджер по работе с маркетплейсами (WB и Ozon),ООО Вертекс,Екатеринбург,,zarplata.ru,2026-05-09 16:52:41
Бренд-маркетолог,GROWTRADE,"Пермь, р-н Ленинский",,zarplata.ru,2026-05-09 16:52:41
"Менеджер по работе с маркетплейсами (WB, Ozon, Яндекс Маркет)",ИП Моисеев Алексей Александрович,"Томск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:41
Руководитель отдела качества,ООО ЭМ Рус,"Москва, р-н Печатники",,zarplata.ru,2026-05-09 16:52:41
WordPress-разработчик / Верстальщик (Senior),Языковая школа Евразия,Москва,,zarplata.ru,2026-05-09 16:52:42
Главный юрисконсульт,ООО ПКО Нэйва,Москва,,zarplata.ru,2026-05-09 16:52:42
Software Project Manager (BA/SA),GEGI LLC,США,,zarplata.ru,2026-05-09 16:52:42
Менеджер маркетплейсов (Wildberries),ИП Малюк Дарья Сергеевна,Москва,,zarplata.ru,2026-05-09 16:52:42
Менеджер по обучению и развитию персонала,Аптечная сеть ФармаТ,Москва,,zarplata.ru,2026-05-09 16:52:42
"Руководитель по работе с персоналом в проект ""Цивилизация""",ООО Айона Эстейт,Москва,,zarplata.ru,2026-05-09 16:52:42
Менеджер по работе с клиентами (ведение текущих клиентов)/Account Manager,ООО Квантум,Москва,,zarplata.ru,2026-05-09 16:52:42
Торговый представитель на автозапчасти,ООО Интерком-ТЛТ,Ульяновск,,zarplata.ru,2026-05-09 16:52:42
Руководитель e-commerce (маркетплейсы),ООО ЮЛИУС МАЙНЛ РУССЛАНД,Москва,,zarplata.ru,2026-05-09 16:52:43
Финансовый менеджер,АО Инвеллект,Москва,,zarplata.ru,2026-05-09 16:52:43
Операционный директор (COO),ИП Заиченко Екатерина Александровна,Москва,,zarplata.ru,2026-05-09 16:52:50
Специалист технической поддержки 1С ERP,ООО Бёрн,Москва,,zarplata.ru,2026-05-09 16:52:50
Региональный представитель в СЗФО,ООО КаМП,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:50
Директор магазина (ул. А.Монаховой),"ООО Бристоль, сеть магазинов, Работа в магазине",Новомосковский административный округ,,zarplata.ru,2026-05-09 16:52:50
Региональный менеджер (СВАО),ЗАО ЗУБР ОВК,Москва,,zarplata.ru,2026-05-09 16:52:50
"Менеджер по развитию бренда, PR и GR",ООО Интернет РЕВОЛЮЦИЯ,"Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:52:50
Менеджер направления,ПолимерКраска,"Новосибирск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:52:50
Менеджер маркетплейса Wildberries,ООО Стилория,Екатеринбург,,zarplata.ru,2026-05-09 16:52:50
Юрист (Помощник юриста),Да!Банкрот,"Белгород, р-н Западный",,zarplata.ru,2026-05-09 16:52:51
Технический консультант (сфера ВЭД),IFCG,Москва,,zarplata.ru,2026-05-09 16:52:51
Менеджер по закупкам (РФ/КНР),jobcart.ru,"Волгоград, р-н Ворошиловский",,zarplata.ru,2026-05-09 16:52:51
Ведущий специалист отдела маркетинга и рекламы,Инагро,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:51
Product Manager (международное направление),ООО Невасофт,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:51
Руководитель клиентского сервиса,Cerca Trova,Москва,,zarplata.ru,2026-05-09 16:52:51
Менеджер по маркетингу (гостиничный/отельный бизнес),Mood Makers,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:51
Менеджер по работе с клиентами (мультимодальные перевозки),ООО Инвиктика,"Владивосток, Океанский проспект, 17",,zarplata.ru,2026-05-09 16:52:51
Менеджер по продажам химического сырья,ООО МАС Альбион,Ангарск,,zarplata.ru,2026-05-09 16:52:51
Специалист по контекстной рекламе,АО Алан Клиник,Москва,,zarplata.ru,2026-05-09 16:52:51
Брокер по продаже недвижимости,Международное агентство недвижимости,Москва,,zarplata.ru,2026-05-09 16:52:52
Руководитель отдела сопровождения/Account директор,ООО ПинБокс,"Санкт-Петербург, р-н Красногвардейский",,zarplata.ru,2026-05-09 16:52:52
Директолог,Сервис по списанию долгов Белая Полоса,"Чебоксары, улица Калинина, 105А",,zarplata.ru,2026-05-09 16:52:52
"Специалист по маркетингу (B2B, облачные решения)",ООО ОМНИДАТА,Москва,,zarplata.ru,2026-05-09 16:52:52
Руководитель отдела продаж (Недвижимость),Gate,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:52
Юрист по управлению рисками,СДЭК,Москва,,zarplata.ru,2026-05-09 16:52:52
Управляющий оздоровительным центром,Ультра,"Магнитогорск, р-н Ленинский",,zarplata.ru,2026-05-09 16:52:52
Ассистент категорийного менеджера (маркетплейсы),CityNature,"Москва, р-н Соколиная Гора",,zarplata.ru,2026-05-09 16:52:52
Управляющий/директор магазина,ДИВАН.РУ,"Екатеринбург, р-н Верх-Исетский",,zarplata.ru,2026-05-09 16:52:52
Бизнес-ассистент \ помощник руководителя,Made In Dream,Санкт-Петербург,,zarplata.ru,2026-05-09 16:52:52
Руководитель отдела продаж на производственное предприятие,ПО Электрокомплекс,"городской округ Минусинск, улица Энтузиастов, 2",,zarplata.ru,2026-05-09 16:52:53
"Консультант 1С (бух учет, зарплата)",ООО АйТиСи,"Челябинск, р-н Советский",,zarplata.ru,2026-05-09 16:52:53
Менеджер маркетплейс WB (в офис),Восток РЦ,"Екатеринбург, р-н Чкаловский",,zarplata.ru,2026-05-09 16:52:53
Медицинский представитель,ООО Профит-Фарм,Ростов-на-Дону,,zarplata.ru,2026-05-09 16:52:53
Cупервайзер / Руководитель отдела продаж,ООО Галерея,"Пермь, р-н Свердловский",,zarplata.ru,2026-05-09 16:52:53
Менеджер по продаже дебиторской задолженности (долговой брокер),Долг.рф,Москва,,zarplata.ru,2026-05-09 16:52:53
Менеджер по работе с маркетплейсами и e-commerce,Agent Provocateur,Москва,,zarplata.ru,2026-05-09 16:52:53
Руководитель группы 1С-разработки / Тимлид,ГК Терморос,Новомосковский административный округ,,zarplata.ru,2026-05-09 16:52:53
Менеджер по сервису,ООО Объединенные рестораторы,"Ульяновск, р-н Ленинский",,zarplata.ru,2026-05-09 16:52:53
Помощник маркетолога,Дениум школа,Москва,,zarplata.ru,2026-05-09 16:52:53
Супервайзер отдела продаж по Брянской области,Брянконфи,"Брянск, р-н Бежицкий",,zarplata.ru,2026-05-09 16:52:53
Менеджер маркетплейсов Вб/Озон,Десятое королевство,Москва,,zarplata.ru,2026-05-09 16:52:54
Руководитель направления по работе с партнерами,ООО Специализированный Застройщик Домстрой,"Воронеж, р-н Центральный",,zarplata.ru,2026-05-09 16:52:54
"Экономист производственного департамента (Раменский р-н, ПГТ Родники)",ООО Технология,Люберцы,,zarplata.ru,2026-05-09 16:53:01
"Управляющий ресторанно-гостиничным комплексом ""AURA""",MOLOKO FAMILY,СНТ Отдых,,zarplata.ru,2026-05-09 16:53:01
Инженер технической поддержки (младший специалист),Рекрутер,Москва,,zarplata.ru,2026-05-09 16:53:01
Руководитель направления Digital-маркетинга,ООО СканТур,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:01
Digital-маркетолог,ООО ПРОТЕЙ ТЛ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:01
Руководитель отдела маркетинга и рекламы,АО АСЦ ПРАВОБЕРЕЖНЫЙ,"Екатеринбург, р-н Верх-Исетский",,zarplata.ru,2026-05-09 16:53:01
Директор магазина,ООО Биеса Юг,"Севастополь, улица Руднева, 38",,zarplata.ru,2026-05-09 16:53:02
Media Buyer / Nutra (FB),Макаренко Варвара,Новосибирск,,zarplata.ru,2026-05-09 16:53:02
Экономист/финансовый менеджер,ООО РТС Инжиниринг,Москва,,zarplata.ru,2026-05-09 16:53:02
Менеджер по продажам B2B/B2C/Юридические услуги,Юридическое бюро ПРАКТИКА,Казань,,zarplata.ru,2026-05-09 16:53:02
Специалист по внедрению и сопровождению Битрикс 24,HOTELplus,"Москва, р-н Головинский",,zarplata.ru,2026-05-09 16:53:02
Ведущий менеджер по персоналу (рекрутинг+КД),ООО МПБ Ритейл Групп,Москва,,zarplata.ru,2026-05-09 16:53:03
"Руководитель отдела продаж (РОП) на маркетплейсах Wildberries, Ozon, Яндекс.Маркет",INCURSIO Consulting,Москва,,zarplata.ru,2026-05-09 16:53:03
Head SMM\Team Lead\Руководитель SMM направления,ООО АЮНА,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:03
Маркетолог B2B (ИБ/ИТ),METASCAN,Москва,,zarplata.ru,2026-05-09 16:53:03
Менеджер по продажам HoReCa/Торговый представитель,ООО Кофе МАДЕО,Санкт-Петербург,,zarplata.ru,2026-05-09 16:53:03
Менеджер по работе с недвижимостью,САМОЛЕТ ПЛЮС (ИП Круглов Алексей Вячеславович),Москва,,zarplata.ru,2026-05-09 16:53:03
