title,company,city,salary,source,collected_at
"Преподаватель информатики, математики, графического дизайна",ИП Ожогина Ольга Олеговна,"Владивосток, Светланская улица, 147",,zarplata.ru,2026-05-09 16:48:45
Data Scientist,ПАО КБ Уральский банк реконструкции и развития (УБРиР),Екатеринбург,,zarplata.ru,2026-05-09 16:48:45
Преподаватель IT и программирования,Профессиональное Образовательное учреждение Колледж Современного Управления в г. Королеве,"Королёв, микрорайон Юбилейный, Комитетская улица, 31",,zarplata.ru,2026-05-09 16:48:45
Senior Data Scientist,ATI.SU,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:45
Системный аналитик,AYA Group,Москва,,zarplata.ru,2026-05-09 16:48:45
Инженер SRE\DevOps,ТестОпс,"Санкт-Петербург, р-н Калининский",,zarplata.ru,2026-05-09 16:48:45
Системный администратор Junior/Стажер группы мониторинга и техподдержки,i-FREE,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:45
Инженер по автоматизированному тестированию (QA) контрольно-измерительной техники,INWAVE (ООО Микроволновая Электроника),Москва,,zarplata.ru,2026-05-09 16:48:46
Ведущий DevOps инженер,ООО ИТ-Экспертиза,Москва,,zarplata.ru,2026-05-09 16:48:46
Automation QA специалист,ООО Фьюжн,"Таганрог, Петровская улица, 51",,zarplata.ru,2026-05-09 16:48:46
SEO-специалист,TRENDERS AGENCY,Екатеринбург,,zarplata.ru,2026-05-09 16:48:46
Backend-разработчик,НеоБИТ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:46
Заместитель директора филиала по цифровой трансформации / (Strategy & Digital Transformation Lead),АО Мособлгаз,Ногинск (Московская область),,zarplata.ru,2026-05-09 16:48:46
Продуктовый аналитик,LADA Цифра,Москва,,zarplata.ru,2026-05-09 16:48:46
Системный администратор / DevOps инженер,ООО ВЕБИМ.РУ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:46
Java-разработчик,ПАО КБ Уральский банк реконструкции и развития (УБРиР),Екатеринбург,,zarplata.ru,2026-05-09 16:48:46
Инженер L1 технической поддержки,ООО Винтео,"Краснодар, р-н Карасунский",,zarplata.ru,2026-05-09 16:48:46
Аналитик / Data Engineer (gamedev),Reaction Games,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:47
Инженер-верификатор аналого-цифровых СБИС,АО Дизайн Центр Союз,"Зеленоград, р-н Силино",,zarplata.ru,2026-05-09 16:48:47
DevSecOps Engineer,Drivee,Москва,,zarplata.ru,2026-05-09 16:48:47
Разработчик ПО верхнего уровня,АНО Федеральный Центр Беспилотных Авиационных Систем,Москва,,zarplata.ru,2026-05-09 16:48:47
Payment BI Analyst,Spinbetter,Лимасол,,zarplata.ru,2026-05-09 16:48:47
Game Product Analyst,Gaijin Games,Ереван,,zarplata.ru,2026-05-09 16:48:47
Senior DevOps инженер [Kubernetes],ООО Диплей,Москва,,zarplata.ru,2026-05-09 16:48:47
Ведущий специалист - сетевой администратор,ПАО Форвард Энерго,"Челябинск, р-н Центральный",,zarplata.ru,2026-05-09 16:48:47
Senior Kotlin/Java Developer,Xello,Москва,,zarplata.ru,2026-05-09 16:48:47
Специалист по управлению аккаунтами / Media Buyer/ Traffic Lead/ Account Operations Team Lead,"Reputation House Marketing Management, LLC",Москва,,zarplata.ru,2026-05-09 16:48:47
"Преподаватель образовательных программ (Фестивальный, Краснодар)",Инжинириум МГТУ им. Н.Э. Баумана (ООО Инжинириум),"Краснодар, р-н Прикубанский",,zarplata.ru,2026-05-09 16:48:47
Junior / Middle 2D Developer (Lua / Love2D / Script Languages),ИП Голдовский Игорь Витальевич,Ростов-на-Дону,,zarplata.ru,2026-05-09 16:48:48
Схемотехник,ООО НПК Симба,Москва,,zarplata.ru,2026-05-09 16:48:48
BI-аналитик (Платформа данных),ООО ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,Москва,,zarplata.ru,2026-05-09 16:48:48
Специалист по автоматизации аналитики и отчетности/Аналитик данных,ООО Монблан,Москва,,zarplata.ru,2026-05-09 16:48:48
Специалист по информационной безопасности,ПАО «Газпром нефть» ИТ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:48
Senior Quantitative Researcher / Quant Trader-Developer на крипторынке,Cryptanium technologies,Москва,,zarplata.ru,2026-05-09 16:48:48
Инженер по автоматизации,ПАО КБ Уральский банк реконструкции и развития (УБРиР),Екатеринбург,,zarplata.ru,2026-05-09 16:48:48
Технический специалист / Вайб-кодер,UpSound,Москва,,zarplata.ru,2026-05-09 16:48:54
Системный администратор инфраструктуры,Online Reservation System,Москва,,zarplata.ru,2026-05-09 16:48:54
Ведущий системный аналитик,StormWall™,Москва,,zarplata.ru,2026-05-09 16:48:55
Специалист технической поддержки,ООО Клевер Солюшнс,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:55
Инженер-геотехник (расчёт зоны влияния строительства),ООО Кьюэкси Инжиниринг,Москва,,zarplata.ru,2026-05-09 16:48:55
AI Content Creator (Influencer Marketing),ООО Альянс Регион,Москва,,zarplata.ru,2026-05-09 16:48:55
Стажер,ПАО Лысковский электротехнический завод,"Лысково, 1-я Заводская улица, 1",,zarplata.ru,2026-05-09 16:48:55
Системный администратор (на ускорительный комплекс ВЭПП-4),Институт Ядерной Физики,"Новосибирск, р-н Советский",,zarplata.ru,2026-05-09 16:48:55
Бизнес-аналитик Центра противодействия мошенничеству,Asfera HR Solutions,Москва,,zarplata.ru,2026-05-09 16:48:55
Стажер - системный администратор,Точные автокомпоненты | Шасси Системс РУС,"Калуга, 1-й Автомобильный проезд, 5",,zarplata.ru,2026-05-09 16:48:56
Инженер-программист прикладных систем,СПУТНИКС,"Москва, р-н Можайский",,zarplata.ru,2026-05-09 16:48:56
Backend-разработчик (AI Product),ООО Студия Олега Чулакова,Москва,,zarplata.ru,2026-05-09 16:48:56
Заместитель директора по IT,look.online,Москва,,zarplata.ru,2026-05-09 16:48:57
Старший эксперт по анализу данных (Data Analyst),Группа НЛМК Эксперты и руководители,Москва,,zarplata.ru,2026-05-09 16:48:57
Консультант аналитик проектов внедрения (г. Омск),BFG Group,"Омск, р-н Центральный",,zarplata.ru,2026-05-09 16:48:57
Руководитель разработки / Tech Lead,ООО ВЕБИМ.РУ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:57
Middle/Middle+ QA Engineer,Xello,Москва,,zarplata.ru,2026-05-09 16:48:57
Веб-разработчик (Middle / Middle+),ИП Сударева Надежда Юрьевна,Москва,,zarplata.ru,2026-05-09 16:48:57
Аналитик данных (промо автозаказа),Пятёрочка. Офисные сотрудники,Москва,,zarplata.ru,2026-05-09 16:48:57
Ведущий аналитик (экономическое моделирование в сфере беспилотных систем),АНО Федеральный Центр Беспилотных Авиационных Систем,Москва,,zarplata.ru,2026-05-09 16:48:58
Старший инженер (лидирование команды инженеров),NGRSOFTLAB,Москва,,zarplata.ru,2026-05-09 16:48:58
Стажер в ИТ-отдел (Системное администрирование),Точные автокомпоненты | Ульяновские автокомпоненты,"Ульяновск, 44-й Инженерный проезд, 11",,zarplata.ru,2026-05-09 16:48:58
"Инженер по тестированию телематического оборудования (""железо""+ ПО)",ООО Навтелеком,Москва,,zarplata.ru,2026-05-09 16:48:58
Разработчик-вайбкодер (сайт-агрегатор),ООО ДИАМАНТ ВИЖН,Москва,,zarplata.ru,2026-05-09 16:48:58
Разработчик БПЛА,АО РОССИ,Москва,,zarplata.ru,2026-05-09 16:48:58
Консультант аналитик проектов внедрения (в г. Ижевск),BFG Group,"Ижевск, р-н Ленинский",,zarplata.ru,2026-05-09 16:48:58
Руководитель отдела аналитики,LADA Цифра,Москва,,zarplata.ru,2026-05-09 16:48:59
Senior разработчик С в отдел CPE,ООО НТЦ Ротек,Москва,,zarplata.ru,2026-05-09 16:48:59
Инженер-программист АСУТП / BMS,Centec,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:59
Системный администратор (офис),WIT recruitment,Москва,,zarplata.ru,2026-05-09 16:48:59
Руководитель отдела отраслевой аналитики,АНО Федеральный Центр Беспилотных Авиационных Систем,Москва,,zarplata.ru,2026-05-09 16:48:59
Главный специалист по сетевой\информационной безопасности,ООО Ренессанс Девелопмент,Москва,,zarplata.ru,2026-05-09 16:48:59
Менеджер по прогнозированию спроса,Пятёрочка. Офисные сотрудники,Новосибирск,,zarplata.ru,2026-05-09 16:48:59
Системный администратор/сервисный инженер,АНО Федеральный Центр Беспилотных Авиационных Систем,Москва,,zarplata.ru,2026-05-09 16:48:59
Администратор Linux,АО ЗАСЛОН,Санкт-Петербург,,zarplata.ru,2026-05-09 16:48:59
Senior fullstack-разработчик,ООО ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,Москва,,zarplata.ru,2026-05-09 16:49:00
Тестировщик-автоматизатор,DM Solutions,Москва,,zarplata.ru,2026-05-09 16:49:00
Middle Kotlin/Java Developer,Xello,Москва,,zarplata.ru,2026-05-09 16:49:05
Консультант аналитик проектов внедрения (г. Пермь),BFG Group,"Пермь, р-н Ленинский",,zarplata.ru,2026-05-09 16:49:05
Разработчик Java в проект на 1C:Element,ООО Мираполис,Самара,,zarplata.ru,2026-05-09 16:49:17
Тестировщик мобильных приложений для Android/Senior QA Engineer (Java),ООО Леон,Санкт-Петербург,,zarplata.ru,2026-05-09 16:49:17
Java-программист,ООО ПКО М.Б.А. Финансы,"Брянск, р-н Советский",,zarplata.ru,2026-05-09 16:49:17
Разработчик Backend (Java|Go),DM Solutions,Москва,,zarplata.ru,2026-05-09 16:49:18
AQA fullstack Java,Bell Integrator Регионы,Москва,,zarplata.ru,2026-05-09 16:49:18
"Junior Java Developer (геймдев, 4X стратегия)",ИП Ладик Юрий Васильевич,"Усть-Илимск, проспект Дружбы Народов, 66",,zarplata.ru,2026-05-09 16:49:18
Senior Java Developer,Digital Chief,Минск,,zarplata.ru,2026-05-09 16:49:18
Java разработчик / Java Developer,Кадровое агентство HireWay,Москва,,zarplata.ru,2026-05-09 16:49:18
Java (Senior),ООО ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,Москва,,zarplata.ru,2026-05-09 16:49:18
Fullstack-разработчик Java,NGRSOFTLAB,Москва,,zarplata.ru,2026-05-09 16:49:18
Java-разработчик (Middle/Senior),ООО ВИРТУ СИСТЕМС,Москва,,zarplata.ru,2026-05-09 16:49:18
Ведущий разработчик Kotlin/Java,ЗАО Электронные системы,"Санкт-Петербург, Волхонское шоссе, 11, копр. 2",,zarplata.ru,2026-05-09 16:49:19
Senior Android-разработчик,Экосистема тенниса MYTENNIS.ONLINE,Москва,,zarplata.ru,2026-05-09 16:49:19
QA Engineer (Mobile),АО Мидлэнд Ритейл Груп,Москва,,zarplata.ru,2026-05-09 16:49:19
Fullstack QA специалист,Datanomica,Москва,,zarplata.ru,2026-05-09 16:49:19
Middle QA инженер,ООО Фирма Светец,Москва,,zarplata.ru,2026-05-09 16:49:19
Программист 1С,Русская Чайная Компания,Москва,,zarplata.ru,2026-05-09 16:49:19
Ведущий аналитик,ООО Гриндата,"Пермь, р-н Свердловский",,zarplata.ru,2026-05-09 16:49:20
Инженер-исследователь (инженер-аналитик) систем и средств криптографической защиты информации,"Крипто-Про, Компания",Москва,,zarplata.ru,2026-05-09 16:49:20
Инженер 1 категории службы информационных технологий,АО Транснефть - Сибирь,"Тюмень, р-н Ленинский",,zarplata.ru,2026-05-09 16:49:20
Разработчик СЭД Тезис,ООО Центр внедрения документооборота,Москва,,zarplata.ru,2026-05-09 16:49:20
Devilery менеджер/ аналитик,Datanomica,Москва,,zarplata.ru,2026-05-09 16:49:20
Стажер-разработчик Frontend,ООО Рабочие решения,"Ростов-на-Дону, р-н Октябрьский",,zarplata.ru,2026-05-09 16:49:20
Системный Android разработчик [Senior],ООО Диплей,Москва,,zarplata.ru,2026-05-09 16:49:26
Разработчик приложений,ООО 3000про,Казань,,zarplata.ru,2026-05-09 16:49:26
Middle Fullstack-тестировщик (финтех),ООО Ньютон Технологии,Москва,,zarplata.ru,2026-05-09 16:49:26
Ведущий инженер-программист АСУТП (разработка и сопровождение),ООО АВИСМА,"Березники, Загородная улица, 29",,zarplata.ru,2026-05-09 16:49:26
Android-разработчик,ООО Лучшее Приложение,"городской округ Нижний Новгород, р-н Нижегородский",,zarplata.ru,2026-05-09 16:49:26
Куратор школы программирования,ИП Назаров Сергей Андреевич,Москва,,zarplata.ru,2026-05-09 16:49:26
Senior Flutter Developer,ООО Финансовое Объединение Ра,"Москва, р-н Можайский",,zarplata.ru,2026-05-09 16:49:27
Технический руководитель домена Гипермаркеты,"Лента, федеральная розничная сеть, Работа в IT",Москва,,zarplata.ru,2026-05-09 16:49:27
Разработчик на Kotlin,Энсайн (Nsign.ru),Москва,,zarplata.ru,2026-05-09 16:49:27
Gameplay программист (LUA),ООО Смарт Геймс Девелопмент,"Иваново, р-н Фрунзенский",,zarplata.ru,2026-05-09 16:49:27
ИТ специалист,ОАО Издательский дом Новости Югры,"Сургут, р-н Северо-восточный жилой",,zarplata.ru,2026-05-09 16:49:27
"EdTech- инженер (разработка, сопровождение и анализ систем и сервисов дистанционного обучения)",ФГБОУ УГМУ Минздрава РФ,"Екатеринбург, р-н Верх-Исетский",,zarplata.ru,2026-05-09 16:49:27
Руководитель проектов 1С (Биллинг),СДЭК,Новосибирск,,zarplata.ru,2026-05-09 16:49:27
Разработчик DAX,ООО ТехноГрупп,Москва,,zarplata.ru,2026-05-09 16:49:27
Менеджер по подбору персонала,НАТЕКС,Москва,,zarplata.ru,2026-05-09 16:49:28
Android developer (Senior),ООО Технократия,Казань,,zarplata.ru,2026-05-09 16:49:28
Старший тестировщик (офис),ООО СберТройка,Москва,,zarplata.ru,2026-05-09 16:49:28
Инженер-программист (Junior / Senior),АО Башнефтегеофизика,"Уфа, р-н Советский",,zarplata.ru,2026-05-09 16:49:28
Senior Golang Developer,Digital Spirit,Москва,,zarplata.ru,2026-05-09 16:49:28
Технический специалист в iGaming-команду,Иванов Никита Андранникович,Москва,,zarplata.ru,2026-05-09 16:49:28
Senior AI Engineer / Senior Data Scientist (LLM & Prompt Engineering)/Дата-сайентист,ООО ПартДизайн,Санкт-Петербург,,zarplata.ru,2026-05-09 16:49:52
Бизнес-аналитик,ООО СТРИТ ЛАЙТ,"Иваново, р-н Фрунзенский",,zarplata.ru,2026-05-09 16:50:21
Маркетолог-аналитик,Микайлова Виктория Салеховна,"станица Ольгинская, Верхне-Луговая улица, 73Б",,zarplata.ru,2026-05-09 16:50:21
Аналитик розничной сети,ООО РАНТ трейд,Москва,,zarplata.ru,2026-05-09 16:50:21
Бизнес/системный аналитик,Datanomica,Москва,,zarplata.ru,2026-05-09 16:50:21
Аналитик (GSM/LTE),HEX.TEAM,Москва,,zarplata.ru,2026-05-09 16:50:22
Аналитик 1С,ООО БИОНОВА,Москва,,zarplata.ru,2026-05-09 16:50:22
Ведущий системный аналитик (MES),ООО АНТ-Цифровые Сервисы,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:22
Ведущий бизнес-аналитик (MES),ООО АНТ-Цифровые Сервисы,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:22
Аналитик SoC L1,"Красное & Белое, розничная сеть","Челябинск, р-н Тракторозаводский",,zarplata.ru,2026-05-09 16:50:22
Бизнес-аналитик (документирование процессов),ООО Тотал Терминал,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:22
Старший аналитик (Клиентские исследования),Frank RG,"Москва, р-н Хорошёвский",,zarplata.ru,2026-05-09 16:50:22
Ведущий аналитик ЗУП,КАДРЫ:ПРОФ,Москва,,zarplata.ru,2026-05-09 16:50:22
Бизнес-аналитик (экономист),ООО Минский молочный завод №1,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:23
Младший функциональный аналитик,ООО Мираполис,Воронеж,,zarplata.ru,2026-05-09 16:50:23
Координатор-аналитик отдела продаж,Академия Информационных Систем,Москва,,zarplata.ru,2026-05-09 16:50:23
Product owner / Fullstack аналитик,VOID,"Уфа, р-н Советский",,zarplata.ru,2026-05-09 16:50:23
Ведущий аналитик 1С,Инфостарт,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:23
Системный аналитик 1С,ООО Дексиас,Москва,,zarplata.ru,2026-05-09 16:50:23
Fullstack-аналитик,ООО Айкон Про,Москва,,zarplata.ru,2026-05-09 16:50:23
Аналитик-консультант 1С,ООО Новый Интегратор,Москва,,zarplata.ru,2026-05-09 16:50:23
Бухгалтер-аналитик,ООО Крымская Торговая Компания,"Севастополь, Индустриальная улица, 28",,zarplata.ru,2026-05-09 16:50:23
Бизнес-аналитик складской и транспортной логистики,ООО Амтел,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:24
Финансовый аналитик,ООО Град Девелопмент,Москва,,zarplata.ru,2026-05-09 16:50:24
"Бизнес аналитик 1С (УТ, БП)",ООО ДеФакто,Москва,,zarplata.ru,2026-05-09 16:50:24
Финансовый менеджер/инвестиционный аналитик,ООО Беговая Плаза,Москва,,zarplata.ru,2026-05-09 16:50:24
Функциональный аналитик в HR-Tech,ООО Мираполис,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:24
Аналитик по товару/ Категорийный менеджер,ООО ЕвроОбувь,"Ессентуки, улица Гоголя, 89",,zarplata.ru,2026-05-09 16:50:24
Химик-аналитик,SOLOPHARM,"Санкт-Петербург, р-н Красногвардейский",,zarplata.ru,2026-05-09 16:50:24
Маркетинговый аналитик,Штолле,"Москва, р-н Басманный",,zarplata.ru,2026-05-09 16:50:25
Руководитель отдела аналитики и сопровождения продаж,"Янино, Молочный завод",Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:25
Системный аналитик (B2G / G2G / ГК),ООО Исходный код,"Москва, р-н Южнопортовый",,zarplata.ru,2026-05-09 16:50:25
Аналитик данных (Оператор 1С),ООО МарКо,Казань,,zarplata.ru,2026-05-09 16:50:25
Аналитик 1С (Middle/Senior),BINOM,Москва,,zarplata.ru,2026-05-09 16:50:31
Специалист по таможенным операциям/Таможенный аналитик,ООО Паллада,Москва,,zarplata.ru,2026-05-09 16:50:31
Битриксолог (бизнес - аналитик),Off Group,"Санкт-Петербург, р-н Василеостровский",,zarplata.ru,2026-05-09 16:50:31
Таможенный аналитик,ООО Планета Электроники,Екатеринбург,,zarplata.ru,2026-05-09 16:50:31
Специалист по аналитике курсов(удалённо),Jobers,Москва,,zarplata.ru,2026-05-09 16:50:31
Системный аналитик (Senior),Decart IT-production,Челябинск,,zarplata.ru,2026-05-09 16:50:31
Аналитик данных / BI-аналитик (FASHION),look.online,Москва,,zarplata.ru,2026-05-09 16:50:31
Аналитик-проектировщик продуктовых решений (проектный отдел),ООО ТВИЛ СОФТ,Москва,,zarplata.ru,2026-05-09 16:50:32
Системный Аналитик (ФинТех),EcoFinance,Москва,,zarplata.ru,2026-05-09 16:50:32
Старший аналитик 1С:БП;1С:УХ (офис),РАУ ИТ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:32
Аналитик по описанию бизнес процессов (на промышленном предприятии),АО ПО Северный Машиностроительный Завод,Москва,,zarplata.ru,2026-05-09 16:50:32
Продуктовый аналитик (руководитель направления закупок и аналитики),Agent Provocateur,Москва,,zarplata.ru,2026-05-09 16:50:32
"Ревизор счётчик, аналитик",ИП Резникова Марина Александровна,Улан-Удэ,,zarplata.ru,2026-05-09 16:50:32
Аналитик Bitrix24,ООО МедОб,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:32
Ведущий аналитик 1С финансового контура (экосистема 1С:БИТ.Строительство),ООО СТИ,Москва,,zarplata.ru,2026-05-09 16:50:32
"Менеджер-андеррайтер / Аналитик (кредитование под залог недвижимости, Москва, офис)",ООО Мскинвестфинанс,Москва,,zarplata.ru,2026-05-09 16:50:32
Системный аналитик / Архитектор CRM Bitrix24 (г. Уфа),Единый центр поддержки Мое право,"Уфа, р-н Октябрьский",,zarplata.ru,2026-05-09 16:50:32
Аналитик по стратегии (инвестиции),ООО Си Пи Эссетс Менеджмент,"Москва, р-н Арбат",,zarplata.ru,2026-05-09 16:50:32
Старший инвестиционный аналитик,АО Управляющая Компания ТГР,"Санкт-Петербург, р-н Василеостровский",,zarplata.ru,2026-05-09 16:50:33
Ведущий аналитик (направление Инвестиций),Frank RG,"Москва, р-н Хорошёвский",,zarplata.ru,2026-05-09 16:50:33
Финансовый аналитик / Финансовый менеджер,HRlink,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:33
Финансовый менеджер/аналитик,ООО Альтек Проектирование,Екатеринбург,,zarplata.ru,2026-05-09 16:50:33
Business Analyst (Middle/Senior),ООО Платформа Сейлз Чейн,Москва,,zarplata.ru,2026-05-09 16:50:33
Аналитик (маркетплейсы / финплан / ценообразование),QHARISMA,"Москва, р-н Даниловский",,zarplata.ru,2026-05-09 16:50:33
Web-аналитик,Convergent,Москва,,zarplata.ru,2026-05-09 16:50:33
Маркетолог-аналитик/Trade-маркетолог,Брянконфи,"Брянск, р-н Бежицкий",,zarplata.ru,2026-05-09 16:50:33
Аналитик продаж,ООО Макарий,"Москва, р-н Ховрино",,zarplata.ru,2026-05-09 16:50:33
Аналитик/администратор T-flex,ПАО Московский институт электромеханики и автоматики,Москва,,zarplata.ru,2026-05-09 16:50:34
Аналитик (логистика),СДЭК,"Москва, р-н Лефортово",,zarplata.ru,2026-05-09 16:50:34
Аналитик (middle),ООО Пиклема,Москва,,zarplata.ru,2026-05-09 16:50:34
Системный аналитик / Product manager,Сеть клиник ЦМРТ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:34
Разработчик Power BI (BI-аналитик),"Красное & Белое, розничная сеть","Челябинск, р-н Тракторозаводский",,zarplata.ru,2026-05-09 16:50:34
Бизнес-аналитик (СЭД DocsVision),ООО Инкейс,Москва,,zarplata.ru,2026-05-09 16:50:42
Аналитик 1С (УАТ),"RG-Soft,ООО",Москва,,zarplata.ru,2026-05-09 16:50:43
Экономист-аналитик,ООО Старатели,"Лыткарино, Тураевская улица, 23",,zarplata.ru,2026-05-09 16:50:43
Трейдинг-аналитик,Jobers,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:43
Аналитик DWH,Datanomica,Москва,,zarplata.ru,2026-05-09 16:50:43
Ведущий финансово-экономический аналитик,ООО Либерти Лайнс,Новомосковский административный округ,,zarplata.ru,2026-05-09 16:50:43
Бизнес - аналитик (Битрикс24 и AI),Аник Автоматизация,Самара,,zarplata.ru,2026-05-09 16:50:43
Старший аналитик (Карты и программы лояльности),Frank RG,"Москва, р-н Хорошёвский",,zarplata.ru,2026-05-09 16:50:43
Аналитик 1С:ДО (методолог),АО АБР Менеджмент,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:44
Бизнес-аналитик Честный Знак (ОФИС),ООО ВЕНТО-2М,"Москва, р-н Южное Тушино",,zarplata.ru,2026-05-09 16:50:44
Аналитик E-commerce/Категорийный менеджер,ООО РЭД СИЗОН,Москва,,zarplata.ru,2026-05-09 16:50:44
Ведущий аналитик 1С:ЗУП,НТА,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:44
Специалист по учёту аналитики и безопасности розничной сети,iBrat,"Элиста, улица Губаревича, 2",,zarplata.ru,2026-05-09 16:50:44
Функциональный архитектор / Ведущий аналитик 1С (МСФО),ООО Информационные системы ВС,Москва,,zarplata.ru,2026-05-09 16:50:44
Финансовый аналитик в Управляющую компанию ЗПИФ,Инвестиционная компания Джи Пи Ай,Москва,,zarplata.ru,2026-05-09 16:50:44
Финансовый аналитик / Бизнес-партнер в FTL-логистике,ООО РД Транспорт,Москва,,zarplata.ru,2026-05-09 16:50:44
Финансовый аналитик (финансовое моделирование/кредитный портфель),АО АКБ НООСФЕРА,Москва,,zarplata.ru,2026-05-09 16:50:45
Full-stack analyst (iGaming),ИП Штергер Евгений Владимирович,Москва,,zarplata.ru,2026-05-09 16:50:45
Системный аналитик [Senior],ООО Диплей,Москва,,zarplata.ru,2026-05-09 16:50:45
Аналитик (Технический писатель),ООО Информационные системы и сервисы,Новосибирск,,zarplata.ru,2026-05-09 16:50:45
Osint-аналитик,ГУ МВД России по Красноярскому краю,"Красноярск, р-н Центральный",,zarplata.ru,2026-05-09 16:50:45
Кредитный аналитик (лизинг),"Роделен, Лизинговая Компания",Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:45
Экономист / Финансовый аналитик,ООО ВолТрансЛидерСевер,"Архангельск, р-н Октябрьский",,zarplata.ru,2026-05-09 16:50:45
Ведущий Аналитик 1С ERP / Функциональный архитектор,ООО ЭМ Рус,Москва,,zarplata.ru,2026-05-09 16:50:45
Аналитик 1С:ERP УХ (рег учет),Volna.tech,Москва,,zarplata.ru,2026-05-09 16:50:46
Аналитик-товаровед/Руководитель отдела,ООО Союз-92,"Ярославль, р-н Ленинский",,zarplata.ru,2026-05-09 16:50:46
Маркетолог-аналитик B2B (промышленное оборудование),ООО ОМП,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:46
Аналитик 1С:ERP,ООО Листерра,Москва,,zarplata.ru,2026-05-09 16:50:46
Системный аналитик Senior (Казань),ООО Технократия,Казань,,zarplata.ru,2026-05-09 16:50:46
Маркетолог-аналитик рекламных площадок,Apple Real Estate,"Москва, р-н Пресненский",,zarplata.ru,2026-05-09 16:50:46
DevOps / DevSecOps системный аналитик,Comindware,"Москва, р-н Северный",,zarplata.ru,2026-05-09 16:50:46
"COST MANAGER (Construction). / Финансовый аналитик (строительные проекты), Кипр",INEX,Пафос,,zarplata.ru,2026-05-09 16:50:46
Аналитик 1С: MES,ООО Райтек ДТГ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:46
Аналитик в отдел продаж,ООО ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,Москва,,zarplata.ru,2026-05-09 16:50:52
Аналитик 1С (ERP/БУ/ЗУП) по совместительству,AERODISK,Москва,,zarplata.ru,2026-05-09 16:50:52
Системный аналитик (производственное предприятие),АО НПП «Старт» им. А.И. Яскина,"Екатеринбург, р-н Октябрьский",,zarplata.ru,2026-05-09 16:50:53
Программист / Аналитик 1С,Arsenal,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:53
Консультант-аналитик 1С,ООО Симбирск-Кроун,"Ульяновск, р-н Железнодорожный",,zarplata.ru,2026-05-09 16:50:53
Аналитик/Специалист (железнодорожная логистика),АО ТалТЭК Транс,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:53
Маркетолог-аналитик (Нефтегазовый сектор),ООО Престиж,Москва,,zarplata.ru,2026-05-09 16:50:53
Менеджер -аналитик по работе с торговой сетью Детский мир,СИМБАТ,Москва,,zarplata.ru,2026-05-09 16:50:53
Бизнес-аналитик 1С,АО Спецавтохозяйство,"городской округ Новосибирск, р-н Кировский",,zarplata.ru,2026-05-09 16:50:53
Химик-аналитик (общий химический анализ),ЗАО РОСА,Москва,,zarplata.ru,2026-05-09 16:50:53
Начальник отдела маркетинга и аналитики,ООО СБК Парус,Москва,,zarplata.ru,2026-05-09 16:50:54
"Старший аналитик 1С:ERP, 1С:ERP УХ (регламентированный учет)",РАУ ИТ,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:54
Senior аналитик бизнес- и системных требований,Рекрутер,Москва,,zarplata.ru,2026-05-09 16:50:54
Аналитик-исследователь,ООО К8,"Калининград, р-н Центральный",,zarplata.ru,2026-05-09 16:50:54
Аналитик 1С:УХ (Регламентированный учет),ООО Информационные системы ВС,Москва,,zarplata.ru,2026-05-09 16:50:54
"Технический специалист (онлайн: Гугл.Таблицы, аналитика, маркетинг, продажи)",LifeStyleGroup,Санкт-Петербург,,zarplata.ru,2026-05-09 16:50:54
